,siteId,time,PREC_tot_mm
918536,MN16,2017-07-27,0.3944080662066085
918537,MN16,2017-07-28,0.07140064979260785
918538,MN16,2017-07-29,0.03261928717135376
918539,MN16,2017-07-30,0.15914165705233074
918540,MN16,2017-07-31,0.010394515548295402
918541,MN16,2017-08-01,0.029120539579707838
918542,MN16,2017-08-02,1.5350158776072937
918543,MN16,2017-08-03,7.915426112958812
918544,MN16,2017-08-04,1.586027565281256
918545,MN16,2017-08-05,4.073164384976735
918546,MN16,2017-08-06,0.5828876957103546
918547,MN16,2017-08-07,0.010902075242569254
918548,MN16,2017-08-08,0.36086972650117843
918549,MN16,2017-08-09,7.187684163056929
918550,MN16,2017-08-10,6.95859533834664
918551,MN16,2017-08-11,0.31009290335504147
918552,MN16,2017-08-12,0.04269635844878243
918553,MN16,2017-08-13,5.159211153493715
918554,MN16,2017-08-14,6.484472152834542
918555,MN16,2017-08-15,1.1164656655182625
918556,MN16,2017-08-16,46.688422011698094
918557,MN16,2017-08-17,11.323712239086348
918558,MN16,2017-08-18,0.1075461899535668
918559,MN16,2017-08-19,0.0057500361472229145
918560,MN16,2017-08-20,1.9552521905552567
918561,MN16,2017-08-21,0.9764974237214119
918562,MN16,2017-08-22,0.07647395416920943
918563,MN16,2017-08-23,0.7289584567471419
918564,MN16,2017-08-24,0.03675776563127897
918565,MN16,2017-08-25,2.3642281491917383e-06
918566,MN16,2017-08-26,27.92544491967419
918567,MN16,2017-08-27,2.7195787765776913
918568,MN16,2017-08-28,0.2051781656575713
918569,MN16,2017-08-29,0.11729722793063502
918570,MN16,2017-08-30,0.00011380198970678546
918571,MN16,2017-08-31,3.869671672939584e-06
918572,MN16,2017-09-01,0.19366944528087515
918573,MN16,2017-09-02,0.06146387558914057
918574,MN16,2017-09-03,0.0004689500537891078
918575,MN16,2017-09-04,1.249784084222938
918576,MN16,2017-09-05,0.07855096573194965
918577,MN16,2017-09-06,0.06763856195135531
918578,MN16,2017-09-07,0.11203307401785878
918579,MN16,2017-09-08,0.00017820784223299135
918580,MN16,2017-09-09,9.806454313011707e-16
918581,MN16,2017-09-10,3.293103387636692e-06
918582,MN16,2017-09-11,0.00016149426171341297
918583,MN16,2017-09-12,0.0
918584,MN16,2017-09-13,0.0006268174229662193
918585,MN16,2017-09-14,6.769416771135184
918586,MN16,2017-09-15,4.38877068447141
918587,MN16,2017-09-16,0.47644266771840194
918588,MN16,2017-09-17,0.032974861241541475
918589,MN16,2017-09-18,0.003960517414025588
918590,MN16,2017-09-19,0.029439040805101513
918591,MN16,2017-09-20,0.3431353185590069
918592,MN16,2017-09-21,1.1235212997521394e-17
918593,MN16,2017-09-22,0.20897924031273382
918594,MN16,2017-09-23,1.3121605210386633
918595,MN16,2017-09-24,0.08276677903040763
918596,MN16,2017-09-25,14.627814198320266
918597,MN16,2017-09-26,6.670880475212471
918598,MN16,2017-09-27,0.03071644858465561
918599,MN16,2017-09-28,0.05503003812634746
918600,MN16,2017-09-29,0.011416058498525672
918601,MN16,2017-09-30,0.007438563565109746
918602,MN16,2017-10-01,10.302435384801356
918603,MN16,2017-10-02,7.719256427662913
918604,MN16,2017-10-03,5.963360263194772
918605,MN16,2017-10-04,7.58425947045005e-05
918606,MN16,2017-10-05,1.3831934621115483e-06
918607,MN16,2017-10-06,4.922684570374258
918608,MN16,2017-10-07,0.0326099955039183
918609,MN16,2017-10-08,0.00810997369260491
918610,MN16,2017-10-09,0.6856543876665455
918611,MN16,2017-10-10,3.609550307928852e-15
918612,MN16,2017-10-11,1.6465027202368083e-08
918613,MN16,2017-10-12,4.796814976476549e-05
918614,MN16,2017-10-13,4.608024045346139e-07
918615,MN16,2017-10-14,0.8998329377618575
918616,MN16,2017-10-15,4.26495329293175
918617,MN16,2017-10-16,0.04987560124902757
918618,MN16,2017-10-17,0.0007297642240500224
918619,MN16,2017-10-18,0.004172942791313972
918620,MN16,2017-10-19,2.1202224088960825e-08
918621,MN16,2017-10-20,4.42935297814695e-05
918622,MN16,2017-10-21,1.4805904438475181
918623,MN16,2017-10-22,0.10103178773590571
