,siteId,SamplingInt,dateOnround,dateOffround,latitude,longitude,Modelled_RR,Modelled_global,Observed,Variable,Percent_Error_RR,Percent_Error_global,Precip_Percent_Error_RR,Precip_Percent_Error_global,Error_bin_RR,Error_bin_global,Below_90_glob,Below_90_RR
158,AL99,622.0,2017-01-18,2017-01-25,34.2886,-85.9699,8.531914629478573,7.785385742004357,13.786866,WetDep_NH4_mgm2,61.59170126204817,77.08648558819584,45.107293547815814,37.1727477205518,"(40, 50]","(30, 40]",Y,Y
159,AL99,622.0,2017-01-18,2017-01-25,34.2886,-85.9699,85.59597313354314,90.54714005804736,124.206,Precipitation_mm,45.107293547815814,37.1727477205518,45.107293547815814,37.1727477205518,"(40, 50]","(30, 40]",Y,Y
164,AL99,624.0,2017-02-01,2017-02-08,34.2886,-85.9699,8.239105162770148,13.580558365160893,7.602474,WetDep_SO4_mgm2,7.726945465472128,44.01942986745574,13.106592560641042,50.81618506629341,"(10, 20]","(50, 60]",Y,Y
165,AL99,624.0,2017-02-01,2017-02-08,34.2886,-85.9699,12.939687514448156,16.87431604485874,7.141463999999999,WetDep_NO3_mgm2,44.80961003095318,57.67849801428926,13.106592560641042,50.81618506629341,"(10, 20]","(50, 60]",Y,Y
166,AL99,624.0,2017-02-01,2017-02-08,34.2886,-85.9699,2.285029305907401,3.2069311916953227,5.180076,WetDep_NH4_mgm2,126.69626103298293,61.527506839383946,13.106592560641042,50.81618506629341,"(10, 20]","(50, 60]",Y,Y
167,AL99,624.0,2017-02-01,2017-02-08,34.2886,-85.9699,7.410708615862571,5.557758934371382,8.382,Precipitation_mm,13.106592560641042,50.81618506629341,13.106592560641042,50.81618506629341,"(10, 20]","(50, 60]",Y,Y
172,AL99,626.0,2017-02-15,2017-02-22,34.2886,-85.9699,8.89428794192036,11.415470957245804,6.67512,WetDep_SO4_mgm2,24.950484585292408,41.52567138929065,10.172443915113844,10.605390889248016,"(10, 20]","(10, 20]",Y,Y
173,AL99,626.0,2017-02-15,2017-02-22,34.2886,-85.9699,16.951956525913232,14.288549837065958,5.21208,WetDep_NO3_mgm2,69.2538144960868,63.52268033191631,10.172443915113844,10.605390889248016,"(10, 20]","(10, 20]",Y,Y
174,AL99,626.0,2017-02-15,2017-02-22,34.2886,-85.9699,4.190564909734887,2.711153011564649,3.32232,WetDep_NH4_mgm2,20.719042144363677,22.542696256108268,10.172443915113844,10.605390889248016,"(10, 20]","(10, 20]",Y,Y
175,AL99,626.0,2017-02-15,2017-02-22,34.2886,-85.9699,13.832860067751772,17.04800787385176,15.24,Precipitation_mm,10.172443915113844,10.605390889248016,10.172443915113844,10.605390889248016,"(10, 20]","(10, 20]",Y,Y
180,AL99,628.0,2017-03-08,2017-03-15,34.2886,-85.9699,7.776288311244069,10.500001361528188,14.100048,WetDep_SO4_mgm2,81.32105492555021,34.28615401577295,186.39153498484907,89.23373375326787,"(180, 190]","(80, 90]",Y,Y
181,AL99,628.0,2017-03-08,2017-03-15,34.2886,-85.9699,18.241334991520148,14.903406203313198,16.568928,WetDep_NO3_mgm2,9.168226954318861,11.175443881523792,186.39153498484907,89.23373375326787,"(180, 190]","(80, 90]",Y,Y
182,AL99,628.0,2017-03-08,2017-03-15,34.2886,-85.9699,6.686520593301551,5.553891336187734,8.174736,WetDep_NH4_mgm2,22.256947928782555,47.18933996305461,186.39153498484907,89.23373375326787,"(180, 190]","(80, 90]",Y,Y
183,AL99,628.0,2017-03-08,2017-03-15,34.2886,-85.9699,19.15699079684826,28.99271652671312,54.864,Precipitation_mm,186.39153498484907,89.23373375326787,186.39153498484907,89.23373375326787,"(180, 190]","(80, 90]",Y,Y
184,AL99,629.0,2017-03-15,2017-03-22,34.2886,-85.9699,3.6986597460804775,6.666791403532878,9.307068,WetDep_SO4_mgm2,151.6335277897036,39.60340794625704,29.823008861654827,386.2713694656952,"(20, 30]","(380, 390]",Y,Y
185,AL99,629.0,2017-03-15,2017-03-22,34.2886,-85.9699,10.453403153742356,15.94161818802336,10.094467999999999,WetDep_NO3_mgm2,3.4336679496940317,36.678523591891164,29.823008861654827,386.2713694656952,"(20, 30]","(380, 390]",Y,Y
186,AL99,629.0,2017-03-15,2017-03-22,34.2886,-85.9699,3.1664993223388986,4.305533024980217,4.661408,WetDep_NH4_mgm2,47.210137299410626,8.26552654352055,29.823008861654827,386.2713694656952,"(20, 30]","(380, 390]",Y,Y
187,AL99,629.0,2017-03-15,2017-03-22,34.2886,-85.9699,6.065180640198291,1.6192604571089153,7.874,Precipitation_mm,29.823008861654827,386.2713694656952,29.823008861654827,386.2713694656952,"(20, 30]","(380, 390]",Y,Y
188,AL99,630.0,2017-03-22,2017-03-29,34.2886,-85.9699,9.901910961271483,8.394233919703158,43.34256,WetDep_SO4_mgm2,337.7191450167764,416.33729074746464,21.58153958893756,295.77577087377574,"(20, 30]","(290, 300]",Y,Y
189,AL99,630.0,2017-03-22,2017-03-29,34.2886,-85.9699,23.52930164641878,22.66550005688463,42.058336,WetDep_NO3_mgm2,78.74876454908038,85.56103282276717,21.58153958893756,295.77577087377574,"(20, 30]","(290, 300]",Y,Y
190,AL99,630.0,2017-03-22,2017-03-29,34.2886,-85.9699,8.293661489935388,7.5516825153212075,26.808176,WetDep_NH4_mgm2,223.23692053904708,254.99606803663048,21.58153958893756,295.77577087377574,"(20, 30]","(290, 300]",Y,Y
191,AL99,630.0,2017-03-22,2017-03-29,34.2886,-85.9699,66.0166010986285,20.280170214259652,80.264,Precipitation_mm,21.58153958893756,295.77577087377574,21.58153958893756,295.77577087377574,"(20, 30]","(290, 300]",Y,Y
192,AL99,631.0,2017-03-29,2017-04-05,34.2886,-85.9699,6.232278855849741,8.747114744706687,41.23944,WetDep_SO4_mgm2,561.7072334831719,371.4633476707966,135.8736201722989,161.94971122461212,"(130, 140]","(160, 170]",Y,Y
193,AL99,631.0,2017-03-29,2017-04-05,34.2886,-85.9699,14.166974007025802,12.272122428401772,37.10432,WetDep_NO3_mgm2,161.90716508408164,202.3463970187281,135.8736201722989,161.94971122461212,"(130, 140]","(160, 170]",Y,Y
194,AL99,631.0,2017-03-29,2017-04-05,34.2886,-85.9699,4.100818296710639,3.745949832525292,16.59636,WetDep_NH4_mgm2,304.70849472439016,343.04811174718117,135.8736201722989,161.94971122461212,"(130, 140]","(160, 170]",Y,Y
195,AL99,631.0,2017-03-29,2017-04-05,34.2886,-85.9699,23.690652629650263,21.332338844261976,55.88,Precipitation_mm,135.8736201722989,161.94971122461212,135.8736201722989,161.94971122461212,"(130, 140]","(160, 170]",Y,Y
196,AL99,632.0,2017-04-19,2017-04-26,34.2886,-85.9699,6.502452763734734,10.582767006523724,21.694902,WetDep_SO4_mgm2,233.6418239129101,105.0021699110093,124.82791669464537,129.36135900294255,"(120, 130]","(120, 130]",Y,Y
197,AL99,632.0,2017-04-19,2017-04-26,34.2886,-85.9699,37.111552680935134,31.588645561797527,26.672286,WetDep_NO3_mgm2,28.129425817039373,15.563692188636422,124.82791669464537,129.36135900294255,"(120, 130]","(120, 130]",Y,Y
198,AL99,632.0,2017-04-19,2017-04-26,34.2886,-85.9699,14.784066802806667,12.382064878101174,14.174724,WetDep_NH4_mgm2,4.121618299850939,14.4778689140073,124.82791669464537,129.36135900294255,"(120, 130]","(120, 130]",Y,Y
199,AL99,632.0,2017-04-19,2017-04-26,34.2886,-85.9699,24.06373763338284,23.58810578869386,54.102,Precipitation_mm,124.82791669464537,129.36135900294255,124.82791669464537,129.36135900294255,"(120, 130]","(120, 130]",Y,Y
200,AL99,633.0,2017-04-26,2017-05-03,34.2886,-85.9699,7.2766557244625725,8.682546162585561,36.62934,WetDep_SO4_mgm2,403.3815173756254,321.8732536987999,1.288213349127822,92.65371853856692,"(0, 10]","(90, 100]",Y,Y
201,AL99,633.0,2017-04-26,2017-05-03,34.2886,-85.9699,13.461437014923062,14.35713224986167,25.23998,WetDep_NO3_mgm2,87.49840728014027,75.80098560590459,1.288213349127822,92.65371853856692,"(0, 10]","(90, 100]",Y,Y
202,AL99,633.0,2017-04-26,2017-05-03,34.2886,-85.9699,6.626865243799307,6.168513715238669,13.0302,WetDep_NH4_mgm2,96.62690458648197,111.23727045966116,1.288213349127822,92.65371853856692,"(0, 10]","(90, 100]",Y,Y
203,AL99,633.0,2017-04-26,2017-05-03,34.2886,-85.9699,47.64621509676926,25.05012639573782,48.26,Precipitation_mm,1.288213349127822,92.65371853856692,1.288213349127822,92.65371853856692,"(0, 10]","(90, 100]",Y,Y
204,AL99,634.0,2017-05-03,2017-05-10,34.2886,-85.9699,9.300206966921051,9.294098862171676,5.657088,WetDep_SO4_mgm2,39.17245046135947,39.13247444542295,44.41687898574921,45.42566433592614,"(40, 50]","(40, 50]",Y,Y
205,AL99,634.0,2017-05-03,2017-05-10,34.2886,-85.9699,23.009320919818908,16.90429645220001,10.27557,WetDep_NO3_mgm2,55.34170679870341,39.21326433752477,44.41687898574921,45.42566433592614,"(40, 50]","(40, 50]",Y,Y
206,AL99,634.0,2017-05-03,2017-05-10,34.2886,-85.9699,9.535172627112306,6.424384911946837,5.369814,WetDep_NH4_mgm2,43.68414490230127,16.41512652807818,44.41687898574921,45.42566433592614,"(40, 50]","(40, 50]",Y,Y
207,AL99,634.0,2017-05-03,2017-05-10,34.2886,-85.9699,39.75667360300685,40.491560238170806,22.098,Precipitation_mm,44.41687898574921,45.42566433592614,44.41687898574921,45.42566433592614,"(40, 50]","(40, 50]",Y,Y
208,AL99,635.0,2017-05-10,2017-05-17,34.2886,-85.9699,6.91108144723336,7.485975949040637,1.2915899999999998,WetDep_SO4_mgm2,81.31131849824966,82.74653820968362,95.90153295349815,93.05075381170893,"(90, 100]","(90, 100]",Y,Y
209,AL99,635.0,2017-05-10,2017-05-17,34.2886,-85.9699,11.991432127595905,7.661695666650431,3.18516,WetDep_NO3_mgm2,73.43803503945134,58.42747952174273,95.90153295349815,93.05075381170893,"(90, 100]","(90, 100]",Y,Y
210,AL99,635.0,2017-05-10,2017-05-17,34.2886,-85.9699,6.151153896053539,3.9985569966605303,1.4986,WetDep_NH4_mgm2,75.63709142504999,62.52147959247338,95.90153295349815,93.05075381170893,"(90, 100]","(90, 100]",Y,Y
211,AL99,635.0,2017-05-10,2017-05-17,34.2886,-85.9699,30.987195592654007,18.27536347956486,1.27,Precipitation_mm,95.90153295349815,93.05075381170893,95.90153295349815,93.05075381170893,"(90, 100]","(90, 100]",Y,Y
212,AL99,636.0,2017-05-17,2017-05-24,34.2886,-85.9699,10.027523901848244,12.206702538354856,21.410676,WetDep_SO4_mgm2,113.51907220140004,75.40098099978438,1.7838134949355384,9.305104287742699,"(0, 10]","(0, 10]",Y,Y
213,AL99,636.0,2017-05-17,2017-05-24,34.2886,-85.9699,26.715338991012416,15.676268008690819,28.707587999999998,WetDep_NO3_mgm2,7.457322587812996,83.12769330101209,1.7838134949355384,9.305104287742699,"(0, 10]","(0, 10]",Y,Y
214,AL99,636.0,2017-05-17,2017-05-24,34.2886,-85.9699,13.023532243264246,8.054214664741238,21.890736,WetDep_NH4_mgm2,68.08601223621082,171.79230888680686,1.7838134949355384,9.305104287742699,"(0, 10]","(0, 10]",Y,Y
215,AL99,636.0,2017-05-17,2017-05-24,34.2886,-85.9699,97.75578081017144,87.83853290807997,96.012,Precipitation_mm,1.7838134949355384,9.305104287742699,1.7838134949355384,9.305104287742699,"(0, 10]","(0, 10]",Y,Y
216,AL99,637.0,2017-05-24,2017-05-31,34.2886,-85.9699,13.343823730483034,14.72024896284823,57.50966400000001,WetDep_SO4_mgm2,330.98339097977737,290.68404444208824,113.34248050210327,65.16252307368605,"(110, 120]","(60, 70]",Y,Y
217,AL99,637.0,2017-05-24,2017-05-31,34.2886,-85.9699,26.6727765858496,22.084368286724096,44.217336,WetDep_NO3_mgm2,65.77702684113552,100.22006256154053,113.34248050210327,65.16252307368605,"(110, 120]","(60, 70]",Y,Y
218,AL99,637.0,2017-05-24,2017-05-31,34.2886,-85.9699,18.430039562983584,9.653477969173645,67.00418400000001,WetDep_NH4_mgm2,263.5596319314298,594.0937164197588,113.34248050210327,65.16252307368605,"(110, 120]","(60, 70]",Y,Y
219,AL99,637.0,2017-05-24,2017-05-31,34.2886,-85.9699,42.38443266769299,54.74849761144543,90.424,Precipitation_mm,113.34248050210327,65.16252307368605,113.34248050210327,65.16252307368605,"(110, 120]","(60, 70]",Y,Y
220,AL99,638.0,2017-05-31,2017-06-07,34.2886,-85.9699,5.118357173251181,5.33756269547608,6.32968,WetDep_SO4_mgm2,23.666242619394737,18.5874595040317,195.90880435241888,56.030092633644024,"(190, 200]","(50, 60]",Y,Y
221,AL99,638.0,2017-05-31,2017-06-07,34.2886,-85.9699,39.68133631682136,23.8923360595944,8.712200000000001,WetDep_NO3_mgm2,78.04459020623555,63.535587402298155,195.90880435241888,56.030092633644024,"(190, 200]","(50, 60]",Y,Y
222,AL99,638.0,2017-05-31,2017-06-07,34.2886,-85.9699,27.43660874821377,13.85589049746061,12.37488,WetDep_NH4_mgm2,54.89646656565873,10.688670625190333,195.90880435241888,56.030092633644024,"(190, 200]","(50, 60]",Y,Y
223,AL99,638.0,2017-05-31,2017-06-07,34.2886,-85.9699,12.017215938478486,22.79047547801838,35.56,Precipitation_mm,195.90880435241888,56.030092633644024,195.90880435241888,56.030092633644024,"(190, 200]","(50, 60]",Y,Y
224,AL99,639.0,2017-06-14,2017-06-21,34.2886,-85.9699,4.963994298425034,7.98076031165187,6.484444,WetDep_SO4_mgm2,30.629561803835504,18.749044617556745,114.21896181773256,15.008373784787366,"(110, 120]","(10, 20]",Y,Y
225,AL99,639.0,2017-06-14,2017-06-21,34.2886,-85.9699,38.44834970401223,37.18479219538828,11.898343,WetDep_NO3_mgm2,69.05369647436814,68.00212587586908,114.21896181773256,15.008373784787366,"(110, 120]","(10, 20]",Y,Y
226,AL99,639.0,2017-06-14,2017-06-21,34.2886,-85.9699,17.537239310749797,14.958503888676255,11.164254999999999,WetDep_NH4_mgm2,36.33972370350989,25.365162966254545,114.21896181773256,15.008373784787366,"(110, 120]","(10, 20]",Y,Y
227,AL99,639.0,2017-06-14,2017-06-21,34.2886,-85.9699,14.278381213529006,26.595454742484037,30.587,Precipitation_mm,114.21896181773256,15.008373784787366,114.21896181773256,15.008373784787366,"(110, 120]","(10, 20]",Y,Y
232,AL99,641.0,2017-06-28,2017-07-05,34.2886,-85.9699,7.853988294101444,8.2163207153576,18.099532,WetDep_SO4_mgm2,130.45020341567397,120.28755481963012,146.30814343411998,236.97487996558434,"(140, 150]","(230, 240]",Y,Y
233,AL99,641.0,2017-06-28,2017-07-05,34.2886,-85.9699,38.48607145473526,32.65772062777117,24.743664,WetDep_NO3_mgm2,35.70748308488218,24.2333404648005,146.30814343411998,236.97487996558434,"(140, 150]","(230, 240]",Y,Y
234,AL99,641.0,2017-06-28,2017-07-05,34.2886,-85.9699,17.67426367760283,13.13866077965603,21.536152,WetDep_NH4_mgm2,21.85034914518691,63.91436205847319,146.30814343411998,236.97487996558434,"(140, 150]","(230, 240]",Y,Y
235,AL99,641.0,2017-06-28,2017-07-05,34.2886,-85.9699,46.508409508043634,33.99481884575478,114.554,Precipitation_mm,146.30814343411998,236.97487996558434,146.30814343411998,236.97487996558434,"(140, 150]","(230, 240]",Y,Y
236,AL99,642.0,2017-07-05,2017-07-12,34.2886,-85.9699,4.238224557244486,2.1519582669355453,12.227559999999999,WetDep_SO4_mgm2,188.50665732421314,468.20618633150445,235.74100073024317,307.754817191215,"(230, 240]","(300, 310]",Y,Y
237,AL99,642.0,2017-07-05,2017-07-12,34.2886,-85.9699,50.63016868272185,30.233557694880894,18.532856,WetDep_NO3_mgm2,63.39562659540465,38.70104144859552,235.74100073024317,307.754817191215,"(230, 240]","(300, 310]",Y,Y
238,AL99,642.0,2017-07-05,2017-07-12,34.2886,-85.9699,11.716507489257355,8.007294763573771,13.936471999999998,WetDep_NH4_mgm2,18.94732293542327,74.04719585694319,235.74100073024317,307.754817191215,"(230, 240]","(300, 310]",Y,Y
239,AL99,642.0,2017-07-05,2017-07-12,34.2886,-85.9699,8.77581228861391,7.225910953783527,29.464,Precipitation_mm,235.74100073024317,307.754817191215,235.74100073024317,307.754817191215,"(230, 240]","(300, 310]",Y,Y
240,AL99,643.0,2017-07-12,2017-07-19,34.2886,-85.9699,4.018900475521953,3.8352553796210254,4.2316400000000005,WetDep_SO4_mgm2,5.293475809460502,10.335286210279516,255.6676243047878,160.38873714713736,"(250, 260]","(160, 170]",Y,Y
241,AL99,643.0,2017-07-12,2017-07-19,34.2886,-85.9699,41.77671321169238,30.54089701137741,11.74496,WetDep_NO3_mgm2,71.88634744795375,61.54350019377412,255.6676243047878,160.38873714713736,"(250, 260]","(160, 170]",Y,Y
242,AL99,643.0,2017-07-12,2017-07-19,34.2886,-85.9699,26.13879417932602,13.698558667474616,10.5791,WetDep_NH4_mgm2,59.52720723296663,22.77216708120797,255.6676243047878,160.38873714713736,"(250, 260]","(160, 170]",Y,Y
243,AL99,643.0,2017-07-12,2017-07-19,34.2886,-85.9699,12.140548379797732,16.582898505168586,43.18,Precipitation_mm,255.6676243047878,160.38873714713736,255.6676243047878,160.38873714713736,"(250, 260]","(160, 170]",Y,Y
244,AL99,644.0,2017-07-19,2017-07-26,34.2886,-85.9699,6.831141838910954,7.582799485483852,1.336548,WetDep_SO4_mgm2,80.4344861881381,82.3739503786349,89.46663561263301,90.83879980044482,"(80, 90]","(90, 100]",Y,Y
245,AL99,644.0,2017-07-19,2017-07-26,34.2886,-85.9699,50.67836360561628,28.671009716374485,2.633472,WetDep_NO3_mgm2,94.80355754875212,90.81486133187705,89.46663561263301,90.83879980044482,"(80, 90]","(90, 100]",Y,Y
246,AL99,644.0,2017-07-19,2017-07-26,34.2886,-85.9699,24.31652862972672,10.966938931988857,2.3652480000000002,WetDep_NH4_mgm2,90.27308529101268,78.43292449544931,89.46663561263301,90.83879980044482,"(80, 90]","(90, 100]",Y,Y
247,AL99,644.0,2017-07-19,2017-07-26,34.2886,-85.9699,14.468311775369537,16.635374915985327,1.524,Precipitation_mm,89.46663561263301,90.83879980044482,89.46663561263301,90.83879980044482,"(80, 90]","(90, 100]",Y,Y
248,AL99,645.0,2017-07-26,2017-08-02,34.2886,-85.9699,5.064185791111321,3.3101803333808695,2.34823,WetDep_SO4_mgm2,53.63065067396179,29.060360358022447,83.91767016770842,129.50898740518545,"(80, 90]","(120, 130]",Y,Y
249,AL99,645.0,2017-07-26,2017-08-02,34.2886,-85.9699,25.960955313562632,17.89603975693981,8.322564,WetDep_NO3_mgm2,67.94199635769147,53.494940148573164,83.91767016770842,129.50898740518545,"(80, 90]","(120, 130]",Y,Y
250,AL99,645.0,2017-07-26,2017-08-02,34.2886,-85.9699,11.00580773702078,5.898198575935483,5.308092,WetDep_NH4_mgm2,51.77008242525527,10.004861117140145,83.91767016770842,129.50898740518545,"(80, 90]","(120, 130]",Y,Y
251,AL99,645.0,2017-07-26,2017-08-02,34.2886,-85.9699,5.938526727769328,4.758855033732432,10.922,Precipitation_mm,83.91767016770842,129.50898740518545,83.91767016770842,129.50898740518545,"(80, 90]","(120, 130]",Y,Y
252,AL99,646.0,2017-08-02,2017-08-09,34.2886,-85.9699,21.78388283508026,20.25444843461299,7.979664,WetDep_SO4_mgm2,63.36895465141901,60.60290643924182,74.85957484575125,77.8676335045953,"(70, 80]","(70, 80]",Y,Y
253,AL99,646.0,2017-08-02,2017-08-09,34.2886,-85.9699,56.803390940940446,36.93661576598117,10.518647999999999,WetDep_NO3_mgm2,81.48235901807969,71.52243706721033,74.85957484575125,77.8676335045953,"(70, 80]","(70, 80]",Y,Y
254,AL99,646.0,2017-08-02,2017-08-09,34.2886,-85.9699,21.101462374314984,13.343927363074215,6.632447999999999,WetDep_NH4_mgm2,68.56877555522827,50.296132318933765,74.85957484575125,77.8676335045953,"(70, 80]","(70, 80]",Y,Y
255,AL99,646.0,2017-08-02,2017-08-09,34.2886,-85.9699,68.70209988107945,78.03955353615777,17.272,Precipitation_mm,74.85957484575125,77.8676335045953,74.85957484575125,77.8676335045953,"(70, 80]","(70, 80]",Y,Y
256,AL99,647.0,2017-08-09,2017-08-16,34.2886,-85.9699,17.29514220588646,14.558916023024956,11.44905,WetDep_SO4_mgm2,33.801931989299995,21.36056021002317,76.36060589819378,65.55799143962884,"(70, 80]","(60, 70]",Y,Y
257,AL99,647.0,2017-08-09,2017-08-16,34.2886,-85.9699,49.985674099861654,39.0460513421953,13.6398,WetDep_NO3_mgm2,72.71258166339753,65.0674023847833,76.36060589819378,65.55799143962884,"(70, 80]","(60, 70]",Y,Y
258,AL99,647.0,2017-08-09,2017-08-16,34.2886,-85.9699,25.802492781452912,18.894187864271217,10.8204,WetDep_NH4_mgm2,58.064516899011366,42.731595145926846,76.36060589819378,65.55799143962884,"(70, 80]","(60, 70]",Y,Y
259,AL99,647.0,2017-08-09,2017-08-16,34.2886,-85.9699,80.58582177681295,55.31036311836601,19.05,Precipitation_mm,76.36060589819378,65.55799143962884,76.36060589819378,65.55799143962884,"(70, 80]","(60, 70]",Y,Y
260,AL99,648.0,2017-08-16,2017-08-23,34.2886,-85.9699,3.0129255716430037,4.165902521274461,0.424688,WetDep_SO4_mgm2,85.90446428557443,89.80561840246621,87.92117367458101,92.03753074046799,"(80, 90]","(90, 100]",Y,Y
261,AL99,648.0,2017-08-16,2017-08-23,34.2886,-85.9699,34.46425683809912,27.979072489474298,0.992632,WetDep_NO3_mgm2,97.1198218355236,96.4522340746877,87.92117367458101,92.03753074046799,"(80, 90]","(90, 100]",Y,Y
262,AL99,648.0,2017-08-16,2017-08-23,34.2886,-85.9699,13.21623091001359,9.30698814519949,0.7376159999999999,WetDep_NH4_mgm2,94.41886264682977,92.07460041323402,87.92117367458101,92.03753074046799,"(80, 90]","(90, 100]",Y,Y
263,AL99,648.0,2017-08-16,2017-08-23,34.2886,-85.9699,8.41141326671701,12.759860878379259,1.016,Precipitation_mm,87.92117367458101,92.03753074046799,87.92117367458101,92.03753074046799,"(80, 90]","(90, 100]",Y,Y
264,AL99,649.0,2017-08-30,2017-09-06,34.2886,-85.9699,14.980089340971423,19.74318971153989,6.90372,WetDep_SO4_mgm2,53.91402652641115,65.03239800220946,32.11961285934688,25.35369009670707,"(30, 40]","(20, 30]",Y,Y
265,AL99,649.0,2017-08-30,2017-09-06,34.2886,-85.9699,27.964163352779003,36.41261550951444,10.739120000000002,WetDep_NO3_mgm2,61.59684856463702,70.50714470869602,32.11961285934688,25.35369009670707,"(30, 40]","(20, 30]",Y,Y
266,AL99,649.0,2017-08-30,2017-09-06,34.2886,-85.9699,10.128902733266562,12.450476807469705,3.720338,WetDep_NH4_mgm2,63.27007872450766,70.11891144788952,32.11961285934688,25.35369009670707,"(30, 40]","(20, 30]",Y,Y
267,AL99,649.0,2017-08-30,2017-09-06,34.2886,-85.9699,56.50232948808573,51.38097254866186,38.354,Precipitation_mm,32.11961285934688,25.35369009670707,32.11961285934688,25.35369009670707,"(30, 40]","(20, 30]",Y,Y
268,AL99,650.0,2017-09-06,2017-09-13,34.2886,-85.9699,11.439718307605446,12.958304398951684,20.66544,WetDep_SO4_mgm2,80.64640618170672,59.4764204001244,39.802698859534615,2.419607540306336,"(30, 40]","(0, 10]",Y,Y
269,AL99,650.0,2017-09-06,2017-09-13,34.2886,-85.9699,17.600093218296003,11.66316762055749,20.20824,WetDep_NO3_mgm2,14.818937316722414,73.2654511830986,39.802698859534615,2.419607540306336,"(30, 40]","(0, 10]",Y,Y
