,siteId,SamplingInt,dateOnround,dateOffround,latitude,longitude,Modelled_RR,Modelled_global,Observed,Variable,Percent_Error_RR,Percent_Error_global,Precip_Percent_Error_RR,Precip_Percent_Error_global,Error_bin_RR,Error_bin_global,Below_90_glob,Below_90_RR
18180,ND00,498.0,2017-12-13,2017-12-20,46.8951,-103.378,8.764296475760602,10.383554432280562,3.473,Precipitation_mm,60.37331679039761,66.55287914509235,60.37331679039761,66.55287914509235,"(60, 70]","(60, 70]",Y,Y
18181,ND00,499.0,2017-12-20,2017-12-27,46.8951,-103.378,2.084085941322922,1.54478693551569,0.289974,WetDep_SO4_mgm2,86.08627435891957,81.22886766237448,46.95787447547221,23.038512303524776,"(40, 50]","(20, 30]",Y,Y
18182,ND00,499.0,2017-12-20,2017-12-27,46.8951,-103.378,5.440870719152628,4.8169083454557144,0.96658,WetDep_NO3_mgm2,82.2348287637583,79.93360199780686,46.95787447547221,23.038512303524776,"(40, 50]","(20, 30]",Y,Y
18183,ND00,499.0,2017-12-20,2017-12-27,46.8951,-103.378,0.6783848671972779,0.5418617683700501,0.520706,WetDep_NH4_mgm2,23.243276025410516,3.9042740427485367,46.95787447547221,23.038512303524776,"(40, 50]","(20, 30]",Y,Y
18184,ND00,499.0,2017-12-20,2017-12-27,46.8951,-103.378,5.878346633296532,4.0513769851967165,3.118,Precipitation_mm,46.95787447547221,23.038512303524776,46.95787447547221,23.038512303524776,"(40, 50]","(20, 30]",Y,Y
18185,ND08,509.0,2017-01-11,2017-01-18,48.782,-97.7546,0.07761340851902654,0.0851927798217982,0.25502400000000003,WetDep_SO4_mgm2,228.5823994413055,199.34931168280448,2.8310482687234746,22.84845643804166,"(0, 10]","(20, 30]",Y,Y
18186,ND08,509.0,2017-01-11,2017-01-18,48.782,-97.7546,0.09993452673050977,0.0553768032758576,0.681168,WetDep_NO3_mgm2,581.6142751512537,1130.0601690689612,2.8310482687234746,22.84845643804166,"(0, 10]","(20, 30]",Y,Y
18187,ND08,509.0,2017-01-11,2017-01-18,48.782,-97.7546,0.004580624243558559,0.003917691159278405,0.21859200000000004,WetDep_NH4_mgm2,4672.1006652617725,5479.6128666829945,2.8310482687234746,22.84845643804166,"(0, 10]","(20, 30]",Y,Y
18188,ND08,509.0,2017-01-11,2017-01-18,48.782,-97.7546,0.5368028521478112,0.7154749918343547,0.552,Precipitation_mm,2.8310482687234746,22.84845643804166,2.8310482687234746,22.84845643804166,"(0, 10]","(20, 30]",Y,Y
18189,ND08,510.0,2017-01-18,2017-01-25,48.782,-97.7546,0.4059892995333041,0.12647388773508278,1.534668,WetDep_SO4_mgm2,278.0070070231268,1113.426761431242,24.31150316593277,70.11813409760356,"(20, 30]","(70, 80]",Y,Y
18190,ND08,510.0,2017-01-18,2017-01-25,48.782,-97.7546,4.157339061579886,2.378854717410057,3.846576,WetDep_NO3_mgm2,7.475047307346372,61.69865153378945,24.31150316593277,70.11813409760356,"(20, 30]","(70, 80]",Y,Y
18191,ND08,510.0,2017-01-18,2017-01-25,48.782,-97.7546,0.6168808001219065,0.2923260534970015,1.1925299999999999,WetDep_NH4_mgm2,93.31611549011332,307.9451645633878,24.31150316593277,70.11813409760356,"(20, 30]","(70, 80]",Y,Y
18192,ND08,510.0,2017-01-18,2017-01-25,48.782,-97.7546,0.6129762577022912,0.44792402881800375,0.762,Precipitation_mm,24.31150316593277,70.11813409760356,24.31150316593277,70.11813409760356,"(20, 30]","(70, 80]",Y,Y
18193,ND08,511.0,2017-01-25,2017-02-01,48.782,-97.7546,1.42641459035045,0.7790247169353276,3.4841179999999996,WetDep_SO4_mgm2,144.2570360377484,347.24100843763614,94.17672056223365,34.676907784110085,"(90, 100]","(30, 40]",Y,Y
18194,ND08,511.0,2017-01-25,2017-02-01,48.782,-97.7546,1.9160443731625065,2.6013438902960924,11.571985999999999,WetDep_NO3_mgm2,503.95187930329513,344.84645198843134,94.17672056223365,34.676907784110085,"(90, 100]","(30, 40]",Y,Y
18195,ND08,511.0,2017-01-25,2017-02-01,48.782,-97.7546,0.17125814573233838,0.226577477849157,2.570734,WetDep_NH4_mgm2,1401.0871389544495,1034.5937929944896,94.17672056223365,34.676907784110085,"(90, 100]","(30, 40]",Y,Y
18196,ND08,511.0,2017-01-25,2017-02-01,48.782,-97.7546,3.7934516448068223,5.469386044865132,7.366,Precipitation_mm,94.17672056223365,34.676907784110085,94.17672056223365,34.676907784110085,"(90, 100]","(30, 40]",Y,Y
18197,ND08,512.0,2017-02-15,2017-02-22,48.782,-97.7546,1.7842707138877065,1.8399637588264581,1.9913600000000002,WetDep_SO4_mgm2,11.606382624589047,8.228218650899064,62.056071973315795,69.72740177864584,"(60, 70]","(60, 70]",Y,Y
18198,ND08,512.0,2017-02-15,2017-02-22,48.782,-97.7546,5.8215728509320925,7.361412586144936,4.2903139999999995,WetDep_NO3_mgm2,26.303181118603074,41.71887596580463,62.056071973315795,69.72740177864584,"(60, 70]","(60, 70]",Y,Y
18199,ND08,512.0,2017-02-15,2017-02-22,48.782,-97.7546,0.7657950247060114,1.1028084233469593,2.716784,WetDep_NH4_mgm2,254.76647305758786,146.35140088563335,62.056071973315795,69.72740177864584,"(60, 70]","(60, 70]",Y,Y
18200,ND08,512.0,2017-02-15,2017-02-22,48.782,-97.7546,4.685861724040841,5.873298310898889,1.778,Precipitation_mm,62.056071973315795,69.72740177864584,62.056071973315795,69.72740177864584,"(60, 70]","(60, 70]",Y,Y
18201,ND08,513.0,2017-02-22,2017-03-01,48.782,-97.7546,1.642661841886436,1.5032544037469495,0.38608000000000003,WetDep_SO4_mgm2,76.49668421367693,74.31705511471158,64.20436877194994,49.01467582315549,"(60, 70]","(40, 50]",Y,Y
18202,ND08,513.0,2017-02-22,2017-03-01,48.782,-97.7546,2.3494117762585045,2.1518532258802887,1.169416,WetDep_NO3_mgm2,50.22515798135977,45.65540131011442,64.20436877194994,49.01467582315549,"(60, 70]","(40, 50]",Y,Y
18203,ND08,513.0,2017-02-22,2017-03-01,48.782,-97.7546,0.12268701195374915,0.1795135250927961,0.769112,WetDep_NH4_mgm2,526.8895034218796,328.4423692323028,64.20436877194994,49.01467582315549,"(60, 70]","(40, 50]",Y,Y
18204,ND08,513.0,2017-02-22,2017-03-01,48.782,-97.7546,2.8383351966254633,1.9927302932819764,1.016,Precipitation_mm,64.20436877194994,49.01467582315549,64.20436877194994,49.01467582315549,"(60, 70]","(40, 50]",Y,Y
18205,ND08,514.0,2017-03-01,2017-03-08,48.782,-97.7546,5.666607312160586,2.036954849733374,7.0802499999999995,WetDep_SO4_mgm2,24.946896969651036,247.58993312624304,15.62933152760792,26.003703050096654,"(10, 20]","(20, 30]",Y,Y
18206,ND08,514.0,2017-03-01,2017-03-08,48.782,-97.7546,10.476287313435778,4.809717705361871,10.49655,WetDep_NO3_mgm2,0.19341476572749658,118.2363008186208,15.62933152760792,26.003703050096654,"(10, 20]","(20, 30]",Y,Y
18207,ND08,514.0,2017-03-01,2017-03-08,48.782,-97.7546,3.8457626700797745,1.1920406394211203,13.779499999999999,WetDep_NH4_mgm2,258.3034415307319,1055.958911492448,15.62933152760792,26.003703050096654,"(10, 20]","(20, 30]",Y,Y
18208,ND08,514.0,2017-03-01,2017-03-08,48.782,-97.7546,7.526312301386895,5.039534431361403,6.35,Precipitation_mm,15.62933152760792,26.003703050096654,15.62933152760792,26.003703050096654,"(10, 20]","(20, 30]",Y,Y
18209,ND08,515.0,2017-03-08,2017-03-15,48.782,-97.7546,1.1613731377896936,0.5196082299384466,0.711962,WetDep_SO4_mgm2,38.69653285119075,37.01899988850059,93.14773704092113,92.78012940207896,"(90, 100]","(90, 100]",Y,Y
18210,ND08,515.0,2017-03-08,2017-03-15,48.782,-97.7546,0.17402297152130722,0.1044594025170696,0.28295600000000004,WetDep_NO3_mgm2,62.59692471999604,170.87652540781335,93.14773704092113,92.78012940207896,"(90, 100]","(90, 100]",Y,Y
18211,ND08,515.0,2017-03-08,2017-03-15,48.782,-97.7546,9.074290129734814e-06,2.4380865978784228e-16,0.11176,WetDep_NH4_mgm2,1231511.4913912949,4.58392249468297e+16,93.14773704092113,92.78012940207896,"(90, 100]","(90, 100]",Y,Y
18212,ND08,515.0,2017-03-08,2017-03-15,48.782,-97.7546,3.7068046208510452,3.5180685935443097,0.254,Precipitation_mm,93.14773704092113,92.78012940207896,93.14773704092113,92.78012940207896,"(90, 100]","(90, 100]",Y,Y
18213,ND08,516.0,2017-03-15,2017-03-22,48.782,-97.7546,2.473794640919035,1.4069467719395536,6.144005999999999,WetDep_SO4_mgm2,148.36362317113964,336.6907208245091,64.84688218499761,21.37071616294996,"(60, 70]","(20, 30]",Y,Y
18214,ND08,516.0,2017-03-15,2017-03-22,48.782,-97.7546,5.464101210752616,5.491024587192886,8.499348,WetDep_NO3_mgm2,55.54887569202464,54.78619454415929,64.84688218499761,21.37071616294996,"(60, 70]","(20, 30]",Y,Y
18215,ND08,516.0,2017-03-15,2017-03-22,48.782,-97.7546,2.2116381118302204,2.3763240601756923,8.926829999999999,WetDep_NH4_mgm2,303.6297779573298,275.6570978513763,64.84688218499761,21.37071616294996,"(60, 70]","(20, 30]",Y,Y
18216,ND08,516.0,2017-03-15,2017-03-22,48.782,-97.7546,5.084718551481848,6.906113982837911,8.382,Precipitation_mm,64.84688218499761,21.37071616294996,64.84688218499761,21.37071616294996,"(60, 70]","(20, 30]",Y,Y
18217,ND08,517.0,2017-03-22,2017-03-29,48.782,-97.7546,3.0369685797421164,1.381107557661205,1.062482,WetDep_SO4_mgm2,65.01504799597826,23.070292816351827,96.31460796439757,97.06046070346245,"(90, 100]","(90, 100]",Y,Y
18218,ND08,517.0,2017-03-22,2017-03-29,48.782,-97.7546,4.463067421883737,4.528322483394326,1.4843760000000001,WetDep_NO3_mgm2,66.74090127517083,67.22017909626996,96.31460796439757,97.06046070346245,"(90, 100]","(90, 100]",Y,Y
18219,ND08,517.0,2017-03-22,2017-03-29,48.782,-97.7546,1.5415145265731263,1.3212596376851407,0.706628,WetDep_NH4_mgm2,54.160146542966814,46.51861149425415,96.31460796439757,97.06046070346245,"(90, 100]","(90, 100]",Y,Y
18220,ND08,517.0,2017-03-22,2017-03-29,48.782,-97.7546,6.892075457543001,8.640809813265093,0.254,Precipitation_mm,96.31460796439757,97.06046070346245,96.31460796439757,97.06046070346245,"(90, 100]","(90, 100]",Y,Y
18221,ND08,518.0,2017-03-29,2017-04-04,48.782,-97.7546,0.9825679111162035,0.38887823422260875,0.663448,WetDep_SO4_mgm2,32.47815316436308,70.60558848871369,70.0704350832327,65.1453632260402,"(70, 80]","(60, 70]",Y,Y
18222,ND08,518.0,2017-03-29,2017-04-04,48.782,-97.7546,2.4655676875151578,1.100802039975747,1.194308,WetDep_NO3_mgm2,51.56052676843586,8.494348359520941,70.0704350832327,65.1453632260402,"(70, 80]","(60, 70]",Y,Y
18223,ND08,518.0,2017-03-29,2017-04-04,48.782,-97.7546,1.3545734385729535,0.6477625952538419,1.07188,WetDep_NH4_mgm2,20.869554246595285,65.47420426150988,70.0704350832327,65.1453632260402,"(70, 80]","(60, 70]",Y,Y
18224,ND08,518.0,2017-03-29,2017-04-04,48.782,-97.7546,1.6973183586621587,1.4574818360452155,0.508,Precipitation_mm,70.0704350832327,65.1453632260402,70.0704350832327,65.1453632260402,"(70, 80]","(60, 70]",Y,Y
18225,ND08,519.0,2017-04-12,2017-04-19,48.782,-97.7546,5.559149347691799,3.8395117425687246,3.40614,WetDep_SO4_mgm2,38.7291150684006,11.28715762902677,71.2739785173722,86.24614875397614,"(70, 80]","(80, 90]",Y,Y
18226,ND08,519.0,2017-04-12,2017-04-19,48.782,-97.7546,13.518199859507973,13.40649833647678,5.5752999999999995,WetDep_NO3_mgm2,58.757082614970855,58.413450999128045,71.2739785173722,86.24614875397614,"(70, 80]","(80, 90]",Y,Y
18227,ND08,519.0,2017-04-12,2017-04-19,48.782,-97.7546,7.707725232185529,10.890946393945361,5.86994,WetDep_NH4_mgm2,23.843419125936133,46.102571919155764,71.2739785173722,86.24614875397614,"(70, 80]","(80, 90]",Y,Y
18228,ND08,519.0,2017-04-12,2017-04-19,48.782,-97.7546,8.842157280763985,18.4675546838875,2.54,Precipitation_mm,71.2739785173722,86.24614875397614,71.2739785173722,86.24614875397614,"(70, 80]","(80, 90]",Y,Y
18229,ND08,520.0,2017-04-19,2017-04-26,48.782,-97.7546,3.25141511971108,3.961163926601675,5.674614,WetDep_SO4_mgm2,74.52751466888193,43.256227339935215,14.610693852569362,7.140744484342759,"(10, 20]","(0, 10]",Y,Y
18230,ND08,520.0,2017-04-19,2017-04-26,48.782,-97.7546,8.052488432302995,8.962885333918535,6.387084,WetDep_NO3_mgm2,20.681860598794966,28.73852825240158,14.610693852569362,7.140744484342759,"(10, 20]","(0, 10]",Y,Y
18231,ND08,520.0,2017-04-19,2017-04-26,48.782,-97.7546,5.4865892274748305,5.763886762408937,6.906768,WetDep_NH4_mgm2,25.88454709555134,19.82830830481845,14.610693852569362,7.140744484342759,"(10, 20]","(0, 10]",Y,Y
18232,ND08,520.0,2017-04-19,2017-04-26,48.782,-97.7546,7.313453673687964,9.026563861032344,8.382,Precipitation_mm,14.610693852569362,7.140744484342759,14.610693852569362,7.140744484342759,"(10, 20]","(0, 10]",Y,Y
18233,ND08,521.0,2017-05-17,2017-05-24,48.782,-97.7546,2.7516516466558807,1.8523050908178063,6.793484,WetDep_SO4_mgm2,146.88750148501583,266.7583722398899,127.62766570310866,61.807653049613975,"(120, 130]","(60, 70]",Y,Y
18234,ND08,521.0,2017-05-17,2017-05-24,48.782,-97.7546,3.0282697314597957,3.8158619652733576,14.766544000000001,WetDep_NO3_mgm2,387.62314157800273,286.97793930662186,127.62766570310866,61.807653049613975,"(120, 130]","(60, 70]",Y,Y
18235,ND08,521.0,2017-05-17,2017-05-24,48.782,-97.7546,1.273125266845995,1.2293771270031806,22.586696000000003,WetDep_NH4_mgm2,1674.114188775442,1737.247131403769,127.62766570310866,61.807653049613975,"(120, 130]","(60, 70]",Y,Y
18236,ND08,521.0,2017-05-17,2017-05-24,48.782,-97.7546,9.596373064990615,13.499979505482429,21.844,Precipitation_mm,127.62766570310866,61.807653049613975,127.62766570310866,61.807653049613975,"(120, 130]","(60, 70]",Y,Y
18237,ND08,522.0,2017-05-24,2017-05-31,48.782,-97.7546,1.4867156812898719,1.0900078834916491,4.242816,WetDep_SO4_mgm2,185.3818018734383,289.24635906383384,24.488236504674955,50.00365464198605,"(20, 30]","(50, 60]",Y,Y
18238,ND08,522.0,2017-05-24,2017-05-31,48.782,-97.7546,6.105020289304264,3.37557543479694,7.7703679999999995,WetDep_NO3_mgm2,27.27833212304559,130.1938780540815,24.488236504674955,50.00365464198605,"(20, 30]","(50, 60]",Y,Y
18239,ND08,522.0,2017-05-24,2017-05-31,48.782,-97.7546,4.6419533170430345,2.960681205277718,15.410687999999999,WetDep_NH4_mgm2,231.9871387637466,420.5115624245145,24.488236504674955,50.00365464198605,"(20, 30]","(50, 60]",Y,Y
18240,ND08,522.0,2017-05-24,2017-05-31,48.782,-97.7546,6.529130967081188,5.418534647971818,8.128,Precipitation_mm,24.488236504674955,50.00365464198605,24.488236504674955,50.00365464198605,"(20, 30]","(50, 60]",Y,Y
18241,ND08,523.0,2017-06-14,2017-06-21,48.782,-97.7546,3.0675448571895747,1.830489792615089,14.862048,WetDep_SO4_mgm2,384.49325737379183,711.9164641048155,249.83061202577858,226.4246104827186,"(240, 250]","(220, 230]",Y,Y
18242,ND08,523.0,2017-06-14,2017-06-21,48.782,-97.7546,12.491616965815133,10.841077972834068,29.256735999999997,WetDep_NO3_mgm2,134.21095987865064,169.86925168615608,249.83061202577858,226.4246104827186,"(240, 250]","(220, 230]",Y,Y
18243,ND08,523.0,2017-06-14,2017-06-21,48.782,-97.7546,3.831480928622594,4.208516090307978,29.350208,WetDep_NH4_mgm2,666.0277722053366,597.4003988624921,249.83061202577858,226.4246104827186,"(240, 250]","(220, 230]",Y,Y
18244,ND08,523.0,2017-06-14,2017-06-21,48.782,-97.7546,13.359608448604288,14.317547911257833,46.736,Precipitation_mm,249.83061202577858,226.4246104827186,249.83061202577858,226.4246104827186,"(240, 250]","(220, 230]",Y,Y
18245,ND08,524.0,2017-06-21,2017-06-28,48.782,-97.7546,2.045632227124103,1.3397073691341768,4.486656,WetDep_SO4_mgm2,119.32857434044554,234.89821011431968,20.909825514025545,7.3127289618504125,"(20, 30]","(0, 10]",Y,Y
18246,ND08,524.0,2017-06-21,2017-06-28,48.782,-97.7546,14.453928663324401,6.527642331354,11.838432,WetDep_NO3_mgm2,18.09540315472152,81.35846602894992,20.909825514025545,7.3127289618504125,"(20, 30]","(0, 10]",Y,Y
18247,ND08,524.0,2017-06-21,2017-06-28,48.782,-97.7546,5.6321094229778295,2.3130804392961637,9.034272,WetDep_NH4_mgm2,60.40654258495153,290.57318744820634,20.909825514025545,7.3127289618504125,"(20, 30]","(0, 10]",Y,Y
18248,ND08,524.0,2017-06-21,2017-06-28,48.782,-97.7546,7.707657796457436,5.68059358752038,6.096,Precipitation_mm,20.909825514025545,7.3127289618504125,20.909825514025545,7.3127289618504125,"(20, 30]","(0, 10]",Y,Y
18249,ND08,525.0,2017-07-12,2017-07-19,48.782,-97.7546,3.973042434499488,3.6443653968810783,13.825728,WetDep_SO4_mgm2,247.9884302253047,279.37271635364385,114.08665929676194,291.54501665415364,"(110, 120]","(290, 300]",Y,Y
18250,ND08,525.0,2017-07-12,2017-07-19,48.782,-97.7546,12.980236858799177,19.22426413546955,24.82596,WetDep_NO3_mgm2,91.25968401085625,29.1386750881928,114.08665929676194,291.54501665415364,"(110, 120]","(290, 300]",Y,Y
18251,ND08,525.0,2017-07-12,2017-07-19,48.782,-97.7546,4.473557148939461,6.280831926598682,22.165056,WetDep_NH4_mgm2,395.46826523172126,252.90000208624033,114.08665929676194,291.54501665415364,"(110, 120]","(290, 300]",Y,Y
18252,ND08,525.0,2017-07-12,2017-07-19,48.782,-97.7546,12.813502761035847,7.006090955878596,27.432,Precipitation_mm,114.08665929676194,291.54501665415364,114.08665929676194,291.54501665415364,"(110, 120]","(290, 300]",Y,Y
18253,ND08,526.0,2017-07-19,2017-07-26,48.782,-97.7546,3.2436593265659144,7.134270664775389,8.657843999999999,WetDep_SO4_mgm2,166.91594672385403,21.355698526368943,214.44820667299572,4.415305942147979,"(210, 220]","(0, 10]",Y,Y
18254,ND08,526.0,2017-07-19,2017-07-26,48.782,-97.7546,22.129158099709613,36.28779189400813,25.814273999999997,WetDep_NO3_mgm2,16.65276140956642,28.86237312151674,214.44820667299572,4.415305942147979,"(210, 220]","(0, 10]",Y,Y
18255,ND08,526.0,2017-07-19,2017-07-26,48.782,-97.7546,11.024317594235193,12.034370680839498,18.691098,WetDep_NH4_mgm2,69.54426285554311,55.314295160934336,214.44820667299572,4.415305942147979,"(210, 220]","(0, 10]",Y,Y
18256,ND08,526.0,2017-07-19,2017-07-26,48.782,-97.7546,4.604255865595097,13.865783248311924,14.478,Precipitation_mm,214.44820667299572,4.415305942147979,214.44820667299572,4.415305942147979,"(210, 220]","(0, 10]",Y,Y
18257,ND08,527.0,2017-08-09,2017-08-16,48.782,-97.7546,2.4421718089716395,3.7111770163766824,0.78232,WetDep_SO4_mgm2,67.96621772776,78.91989531763701,86.780286901827,85.18905354166894,"(80, 90]","(80, 90]",Y,Y
18258,ND08,527.0,2017-08-09,2017-08-16,48.782,-97.7546,12.095042250414483,17.17166027495609,2.4856439999999997,WetDep_NO3_mgm2,79.44906724145739,85.52473109647309,86.780286901827,85.18905354166894,"(80, 90]","(80, 90]",Y,Y
18259,ND08,527.0,2017-08-09,2017-08-16,48.782,-97.7546,2.6158183910017776,4.098787464903303,2.474976,WetDep_NH4_mgm2,5.384257236139374,39.61687398547784,86.780286901827,85.18905354166894,"(80, 90]","(80, 90]",Y,Y
18260,ND08,527.0,2017-08-09,2017-08-16,48.782,-97.7546,26.899222196368616,24.009269157811154,3.556,Precipitation_mm,86.780286901827,85.18905354166894,86.780286901827,85.18905354166894,"(80, 90]","(80, 90]",Y,Y
18261,ND08,528.0,2017-08-16,2017-08-23,48.782,-97.7546,3.6203979445253567,6.248927592514443,4.112767999999999,WetDep_SO4_mgm2,13.59988772005541,34.18441902052663,68.73420928878325,47.950433952711414,"(60, 70]","(40, 50]",Y,Y
18262,ND08,528.0,2017-08-16,2017-08-23,48.782,-97.7546,16.432121237330325,16.434732254787253,9.090152,WetDep_NO3_mgm2,44.680593158300915,44.68938185864184,68.73420928878325,47.950433952711414,"(60, 70]","(40, 50]",Y,Y
18263,ND08,528.0,2017-08-16,2017-08-23,48.782,-97.7546,6.881696061998978,5.921540220470665,7.057135999999999,WetDep_NH4_mgm2,2.549370626375199,19.177371718317445,68.73420928878325,47.950433952711414,"(60, 70]","(40, 50]",Y,Y
18264,ND08,528.0,2017-08-16,2017-08-23,48.782,-97.7546,6.924499809047734,22.447833646460637,11.684,Precipitation_mm,68.73420928878325,47.950433952711414,68.73420928878325,47.950433952711414,"(60, 70]","(40, 50]",Y,Y
18265,ND08,529.0,2017-09-27,2017-10-04,48.782,-97.7546,1.1201350345658094,1.2461527847867775,0.695452,WetDep_SO4_mgm2,37.913556978460775,44.19207592438234,245.91837320970257,143.81261024525344,"(240, 250]","(140, 150]",Y,Y
18266,ND08,529.0,2017-09-27,2017-10-04,48.782,-97.7546,2.6729262557889513,5.008009727421915,1.560068,WetDep_NO3_mgm2,41.63445412602585,68.84854293597567,245.91837320970257,143.81261024525344,"(240, 250]","(140, 150]",Y,Y
18267,ND08,529.0,2017-09-27,2017-10-04,48.782,-97.7546,1.3182500919595275,1.8726279671330848,0.789432,WetDep_NH4_mgm2,40.115156842011665,57.84362864084597,245.91837320970257,143.81261024525344,"(240, 250]","(140, 150]",Y,Y
18268,ND08,529.0,2017-09-27,2017-10-04,48.782,-97.7546,2.7168259126562053,3.8545996413173467,9.398,Precipitation_mm,245.91837320970257,143.81261024525344,245.91837320970257,143.81261024525344,"(240, 250]","(140, 150]",Y,Y
18273,ND08,531.0,2017-11-08,2017-11-15,48.782,-97.7546,1.6145010887041011,0.7042409198388545,0.30734,WetDep_SO4_mgm2,80.96377870846219,56.358684742385314,73.54470910998876,60.710094182808675,"(70, 80]","(60, 70]",Y,Y
18274,ND08,531.0,2017-11-08,2017-11-15,48.782,-97.7546,6.390397506962024,5.859449396630788,1.0121900000000001,WetDep_NO3_mgm2,84.16076622937354,82.72551000129783,73.54470910998876,60.710094182808675,"(70, 80]","(60, 70]",Y,Y
18275,ND08,531.0,2017-11-08,2017-11-15,48.782,-97.7546,0.986258318344363,1.3505063644624473,0.41529000000000005,WetDep_NH4_mgm2,57.892370358188764,69.24931189307641,73.54470910998876,60.710094182808675,"(70, 80]","(60, 70]",Y,Y
18276,ND08,531.0,2017-11-08,2017-11-15,48.782,-97.7546,4.800552015398613,3.2323823984437006,1.27,Precipitation_mm,73.54470910998876,60.710094182808675,73.54470910998876,60.710094182808675,"(70, 80]","(60, 70]",Y,Y
18277,ND08,532.0,2017-11-15,2017-11-22,48.782,-97.7546,2.090907618969512,0.6395653097387839,0.49580799999999997,WetDep_SO4_mgm2,76.28742678529456,22.477346339734776,38.96306416593634,17.214150081838657,"(30, 40]","(10, 20]",Y,Y
18278,ND08,532.0,2017-11-15,2017-11-22,48.782,-97.7546,4.138473438941581,2.2115286461496515,0.8128000000000001,WetDep_NO3_mgm2,80.35990777778498,63.24714122898144,38.96306416593634,17.214150081838657,"(30, 40]","(10, 20]",Y,Y
18279,ND08,532.0,2017-11-15,2017-11-22,48.782,-97.7546,1.3097299931120847,0.43798512990239935,0.611632,WetDep_NH4_mgm2,53.30090910213603,39.64675013882231,38.96306416593634,17.214150081838657,"(30, 40]","(10, 20]",Y,Y
18280,ND08,532.0,2017-11-15,2017-11-22,48.782,-97.7546,3.329131733487145,2.454525745654301,2.032,Precipitation_mm,38.96306416593634,17.214150081838657,38.96306416593634,17.214150081838657,"(30, 40]","(10, 20]",Y,Y
18281,ND08,533.0,2017-12-13,2017-12-20,48.782,-97.7546,1.3839818645237512,1.6930316067392648,0.8895079999999999,WetDep_SO4_mgm2,35.728348557074995,47.4606382740149,38.33301581096751,34.61424987789247,"(30, 40]","(30, 40]",Y,Y
18282,ND08,533.0,2017-12-13,2017-12-20,48.782,-97.7546,5.8020521079022584,6.859760301003264,2.6987499999999995,WetDep_NO3_mgm2,53.48628468323534,60.65824632960866,38.33301581096751,34.61424987789247,"(30, 40]","(30, 40]",Y,Y
18283,ND08,533.0,2017-12-13,2017-12-20,48.782,-97.7546,1.6594015519008398,1.5540597023904843,1.148588,WetDep_NH4_mgm2,30.782998323444037,26.091127758269522,38.33301581096751,34.61424987789247,"(30, 40]","(30, 40]",Y,Y
18284,ND08,533.0,2017-12-13,2017-12-20,48.782,-97.7546,7.0021261081354425,6.6038853908323425,4.318,Precipitation_mm,38.33301581096751,34.61424987789247,38.33301581096751,34.61424987789247,"(30, 40]","(30, 40]",Y,Y
18285,ND08,534.0,2017-12-20,2017-12-27,48.782,-97.7546,1.8115017556031425,1.2319544823554778,0.28448,WetDep_SO4_mgm2,84.29590260566532,76.90823775760946,60.10822970727623,66.78746940870808,"(60, 70]","(60, 70]",Y,Y
18286,ND08,534.0,2017-12-20,2017-12-27,48.782,-97.7546,0.9907593161411886,1.0996939478664662,0.7112,WetDep_NO3_mgm2,28.21667296856887,35.32746075580297,60.10822970727623,66.78746940870808,"(60, 70]","(60, 70]",Y,Y
18287,ND08,534.0,2017-12-20,2017-12-27,48.782,-97.7546,0.06674033752409657,0.07377364720094653,0.28956000000000004,WetDep_NH4_mgm2,333.86055681162014,292.49787828882734,60.10822970727623,66.78746940870808,"(60, 70]","(60, 70]",Y,Y
18288,ND08,534.0,2017-12-20,2017-12-27,48.782,-97.7546,6.367228080783605,7.647715951719647,2.54,Precipitation_mm,60.10822970727623,66.78746940870808,60.10822970727623,66.78746940870808,"(60, 70]","(60, 70]",Y,Y
18289,ND11,463.0,2017-01-06,2017-01-11,47.1247,-99.2381,1.378937120392346,0.5861258187016756,1.2039600000000001,WetDep_SO4_mgm2,12.68927479032256,105.40982184795853,80.05732816741371,64.52730858484037,"(80, 90]","(60, 70]",Y,Y
18290,ND11,463.0,2017-01-06,2017-01-11,47.1247,-99.2381,4.536016620908939,3.7248850112639085,2.334006,WetDep_NO3_mgm2,48.545029812251755,37.34018653080415,80.05732816741371,64.52730858484037,"(80, 90]","(60, 70]",Y,Y
18291,ND11,463.0,2017-01-06,2017-01-11,47.1247,-99.2381,0.5259370745554561,0.1778815502366396,0.39243,WetDep_NH4_mgm2,25.38460987339633,120.6130987041332,80.05732816741371,64.52730858484037,"(80, 90]","(60, 70]",Y,Y
18292,ND11,463.0,2017-01-06,2017-01-11,47.1247,-99.2381,3.820952409971934,2.148131335967226,0.762,Precipitation_mm,80.05732816741371,64.52730858484037,80.05732816741371,64.52730858484037,"(80, 90]","(60, 70]",Y,Y
18293,ND11,464.0,2017-02-15,2017-02-22,47.1247,-99.2381,1.6551523907291312,1.483013928388149,3.537204,WetDep_SO4_mgm2,113.70866029089825,138.5145501529105,10.852551624307903,32.04925704358635,"(10, 20]","(30, 40]",Y,Y
18294,ND11,464.0,2017-02-15,2017-02-22,47.1247,-99.2381,3.6478316219291855,3.9878710441043586,3.802634,WetDep_NO3_mgm2,4.243682113511199,4.6450108856506755,10.852551624307903,32.04925704358635,"(10, 20]","(30, 40]",Y,Y
